,Q,A,label
10083,터커 칼슨 / 폭스 뉴스,no_relation,0
10084,박순자 / 17 18 20,no_relation,0
10085,통합진보당 / 오병윤,org:top_members/employees,1
10086,피성호 / 대한제국,per:origin,15
10087,폴 토머스 앤더슨 / 마스터,per:product,8
10088,보수당 / 테리사 메이,org:top_members/employees,1
10089,기획재정부 / 홍남기,org:top_members/employees,1
10090,Bluehands / 현대자동차,no_relation,0
10091,ADT캡스 / 박진효,org:top_members/employees,1
10092,윤석헌 / 금융감독원장,per:title,4
10093,조윤선 / 비례대표,per:title,4
10094,T.O.P / YG 엔터테인먼트,per:employee_of,6
10095,고언랑 / 동생 고언휘,per:siblings,16
10096,도경완 / 장윤정,per:spouse,17
10097,바이어 04 레버쿠젠 / 분데스리가,org:member_of,20
10098,문소리 / 장준환,per:spouse,17
10099,이완용 / 이택주,per:other_family,13
10100,반달왕국 / 반달족,org:top_members/employees,1
10101,스포팅 캔자스시티 / 메이저 리그 사커,org:member_of,20
10102,일본군 / 일본 제국,org:member_of,20
10103,니키타 흐루쇼프 / 정치인,per:title,4
10104,찰스 1세 / 찰스 2세,per:children,10
10105,주아름 / 주다영,per:alternate_names,12
10106,가톨릭 / 천주교,no_relation,0
10107,안치홍 / 2루수,per:title,4
10108,위그 카페 / 카페 왕조,per:origin,15
10109,이경민 / 프로토스,no_relation,0
10110,페도라 / 리눅스,no_relation,0
10111,스쿠타리 / 알바니아,org:place_of_headquarters,7
10112,카시와기 유키 / 1991년 7월 15일,per:date_of_birth,25
10113,차은우 / 아스트로,per:employee_of,6
10114,박기혁 / 유격수,no_relation,0
10115,고양시 / 경기도,org:member_of,20
10116,영광군 / 김준성,org:top_members/employees,1
10117,벤 웹스터 / 테너 색소폰 연주자,per:title,4
10118,광산구 / 김삼호,org:top_members/employees,1
10119,마르세유 / 프랑스,org:place_of_headquarters,7
10120,민주평화당 / 대안신당,no_relation,0
10121,스탈린 / 세묜 티모셴코,per:colleagues,14
10122,안산 OK저축은행 러시앤캐시 / V 리그,org:member_of,20
10123,광주여대 / 이선재,org:top_members/employees,1
10124,J2리그 / J1리그,org:member_of,20
10125,광주체육중학교 / 임수준,org:top_members/employees,1
10126,라마 6세 / 사오밥하,no_relation,0
10127,이낙연 / 문재인,per:colleagues,14
10128,영암군 / 전동평,org:top_members/employees,1
10129,포스코 / 최정우,org:top_members/employees,1
10130,크로아티아 / 자그레브,no_relation,0
10131,체탄 바갓 / 인도 공과대학교 델리,per:schools_attended,23
10132,이토 쓰토무 / 1962년 8월 29일,per:date_of_birth,25
10133,로날트 더 부르 / 네덜란드,per:employee_of,6
10134,동아방송예술대학교 / 1997년,org:founded,18
10135,손석희 / JTBC 대표이사 사장,per:title,4
10136,제주지방검찰청 / 광주고등검찰청,no_relation,0
10137,헤디 라마르 / 2000년 1월 19일,per:date_of_death,24
10138,말리크샤 1세 / 셀주크 제국,per:origin,15
10139,K3리그 / 대한민국,org:place_of_headquarters,7
10140,반민특위 / 특별조사위원회,no_relation,0
10141,베트남 / 사회주의,org:political/religious_affiliation,19
10142,희망의 한국신당 / 김용환,org:top_members/employees,1
10143,김기춘 / 자유한국당,no_relation,0
10144,영암군 / 전동평,org:top_members/employees,1
10145,류현진 / 929억4000만원,no_relation,0
10146,상원군 이공 / 1715년,per:date_of_birth,25
10147,기획재정부 / 홍남기,org:top_members/employees,1
10148,해쉬스완 / 한덕광,per:alternate_names,12
10149,계룡건설 / 이인구 명예회장,org:top_members/employees,1
10150,카둔곤 / 판디아 왕국,per:employee_of,6
10151,상투메 프린시페 / 마누엘 핀투 다 코스타,org:top_members/employees,1
10152,알폰소 1세 데스테 / 1476년 7월 21일,per:date_of_birth,25
10153,초당대 / 박종구,org:top_members/employees,1
10154,카를로스 디오고 / 우루과이,per:origin,15
10155,고재근 / Y2K,per:employee_of,6
10156,티파니 영 / 소녀시대,per:employee_of,6
10157,경제정의실천시민연합 / 경실련,org:alternate_names,5
10158,EBS / 김명중,org:top_members/employees,1
10159,상해 임시 정부 / 임시 의정원,org:members,2
10160,전정국 / 방탄소년단,per:employee_of,6
10161,"조너선 나이븐 크라이어 / 배우, 각본가, 연출가",per:title,4
10162,맥도날드 / 패스트푸드,org:product,3
10163,인천시설공단 / 김영분,org:top_members/employees,1
10164,아스트로 / ASTRO,org:alternate_names,5
10165,알바니아 / 사회주의 인민공화국,org:political/religious_affiliation,19
10166,김희선 / 대한제국,per:origin,15
10167,방탄소년단 / 빅히트 엔터테인먼트,per:employee_of,6
10168,아라고른 / 아르웬,per:spouse,17
10169,주광덕 / 자유한국당,per:employee_of,6
10170,디에고 로페스 로드리게스 / 에스파뇰,per:place_of_residence,11
10171,주한일본대사관 / 일본 외무성,no_relation,0
10172,개성공단 / 개성공업지구,org:alternate_names,5
10173,블라디미르 1세 / 키예프 루스,no_relation,0
10174,아우디 / 자동차,org:product,3
10175,레이던 대학교 / 네덜란드,org:place_of_headquarters,7
10176,노찬엽 / 1965년 1월 15일,per:date_of_birth,25
10177,마크 스트롱 / 1963년 8월 5일,per:date_of_birth,25
10178,SK 와이번스 / 포스트,no_relation,0
10179,영국군 / 20기,no_relation,0
10180,박문성 / 달수네,no_relation,0
10181,NC 다이노스 / 2016년,no_relation,0
10182,대전 삼성화재 블루팡스 / 신진식,org:top_members/employees,1
10183,영암군 / 전동평,org:top_members/employees,1
10184,광주광역시 / 이용섭,org:top_members/employees,1
10185,장보고 / 해상왕,per:alternate_names,12
10186,중앙선거관리위원회 / 대한민국,org:place_of_headquarters,7
10187,SGA e스포츠 / 박성준,org:top_members/employees,1
10188,드니 무퀘게 / 콩고 민주 공화국,per:origin,15
10189,이반 1세 / 시메온 이바노비치,per:colleagues,14
10190,조선신민당 / 1946년 11월 23일,no_relation,0
10191,판디아 / 타밀라캄,no_relation,0
10192,나치 독일 / 베를린,no_relation,0
10193,사카모토 하야토 / 유격수,per:title,4
10194,한국산업기술대 / 안현호,org:top_members/employees,1
10195,FK 아우스트리아 빈 / 오스트리아 분데스리가,org:member_of,20
10196,문선명 / 통일교,no_relation,0
10197,자유민주연합 / 한나라당,no_relation,0
10198,알렉산드로스 4세 / 필리포스 3세,no_relation,0
10199,팀 다이나믹스 / 2016년 5월 15일,no_relation,0
10200,러시아 / 블라디미르 푸틴,org:top_members/employees,1
10201,포천시 / 박윤국,org:top_members/employees,1
10202,최경록 / 박정희,per:colleagues,14
10203,고민정 / 문재인,no_relation,0
10204,프란시스코 헨토 / 1933년 10월 21일,per:date_of_birth,25
10205,KIA 타이거즈 / 2011년,no_relation,0
10206,임동진 / 1944년 4월 27일,per:date_of_birth,25
10207,김정은 / 리설주,per:spouse,17
10208,바리그 브라질 항공 / 1927년,org:founded,18
10209,제38군 / 남방군,no_relation,0
10210,르브론 제임스 / NBA,per:employee_of,6
10211,조선인민군 / 김정은,org:top_members/employees,1
10212,민주당 / 김대중,no_relation,0
10213,박주선 / 외교통일위원회,per:employee_of,6
10214,완도군 / 신우철,org:top_members/employees,1
10215,박준영 / 국민의당,per:employee_of,6
10216,영암군 / 전동평,org:top_members/employees,1
10217,나경원 / 자유한국당,per:employee_of,6
10218,노덕술 / 1899년 6월 1일 1968년 4월 1일,per:date_of_birth,25
10219,K리그1 / K리그2,no_relation,0
10220,천호선 / 정의당,no_relation,0
10221,감스트 / 김인직,org:alternate_names,5
10222,신한국당 / 이회창,org:top_members/employees,1
10223,페퍼 포츠 / 아이언맨,no_relation,0
10224,심성보 / 쌍방울 레이더스,no_relation,0
10225,김정숙 / 문재인,per:spouse,17
10226,CJ제일제당 / CJ주식회사,org:member_of,20
10227,조선이공대 / 조선대학교,org:member_of,20
10228,풋볼 리그 / 프리미어리그,no_relation,0
10229,전현무 / 방송인,per:title,4
10230,경북과학고 / 천종복,org:top_members/employees,1
10231,석현준 / 공격수,per:title,4
10232,서아시아 축구 연맹 / West Asian Football Federation,org:alternate_names,5
10233,교육인적자원부 / 교육부,org:alternate_names,5
10234,이영자 / 이유미,per:alternate_names,12
10235,"올리버쌤 / 영어 교사, 유튜버",per:title,4
10236,에바 카타리나 아틀링 / 스웨덴,per:origin,15
10237,홍창기 / 외야수,per:title,4
10238,윤민수 / 바이브,per:employee_of,6
10239,스웨덴 / 스톡홀름,org:place_of_headquarters,7
10240,변인선 / 조선인민군 지상군 제4군단사령관,per:title,4
10241,지미 본 / 스티비 레이 본,no_relation,0
10242,김용태 / 3선 의원,per:title,4
10243,루시드폴 / 루시드 폴,per:alternate_names,12
10244,정은경 / 질병관리본부장,per:title,4
10245,문재인 / 더불어민주당,per:employee_of,6
10246,선덕왕 / 원성왕,no_relation,0
10247,KBO 리그 / 1982년,no_relation,0
10248,앙리 크리스토프 / 아이티,per:employee_of,6
10249,엘피디오 키리노 / 필리핀,per:origin,15
10250,김승남 / 더불어민주당,per:employee_of,6
10251,박헌영 / 조선로동당,per:employee_of,6
10252,마오쩌둥 / 중화인민공화국,per:origin,15
10253,브래드 델슨 / 린킨 파크,per:employee_of,6
10254,HDC그룹 / 아시아나항공,no_relation,0
10255,로버트 멘지스 / 오스트레일리아,per:origin,15
10256,가톨릭 / 바티칸,org:place_of_headquarters,7
10257,이순신 / 충무공,per:alternate_names,12
10258,일본 정부 / 스가 요시히데,org:top_members/employees,1
10259,송진형 / 1987년 8월 13일,per:date_of_birth,25
10260,교황 율리오 2세 / 레오 10세,no_relation,0
10261,뉴욕 양키스 / 1997,no_relation,0
10262,이수만 / SM엔터테인먼트,per:employee_of,6
10263,에다노 유키오 / 간 나오토,per:colleagues,14
10264,수원 삼성 블루윙즈 / 1999,no_relation,0
10265,쌍방울 레이더스 / 2000년,no_relation,0
10266,아리크 에어 / 2002년,org:founded,18
10267,상윤쓰 / 김상윤,per:alternate_names,12
10268,김강립 / 보건복지부 차관,per:title,4
10269,아이언 메이든 / 헤비 메탈,no_relation,0
10270,앤드류 보너 로 / 보수당,per:employee_of,6
10271,하프스 왕조 / 튀니스,org:members,2
10272,루치오 1세 / 고르넬리오,no_relation,0
10273,함부르크 SV / 1925,no_relation,0
10274,닉 조나스 / 케빈 조나스,no_relation,0
10275,전남공업고등학교 / 박주정,org:top_members/employees,1
10276,기획재정부 / 기재부,org:alternate_names,5
10277,아민 하리트 / 모로코,per:origin,15
10278,덴마크 자유군단 / 무장친위대,no_relation,0
10279,문효세자 / 의빈 성씨,per:parents,21
10280,램지 맥도널드 / 노동당,per:employee_of,6
10281,그리스 / 아테네,org:place_of_headquarters,7
10282,니콜라에 차우셰스쿠 / 엘레나 차우셰스쿠,per:spouse,17
10283,장윤정 / 도경완,per:spouse,17
10284,한국장학재단 / 교육부,org:member_of,20
10285,필 실러 / 애플의 부사장,per:title,4
10286,파스쿠찌 / 파리크라상,no_relation,0
10287,김정훈 / 스타크래프트 II,no_relation,0
10288,문민정부 / 국민의 정부,no_relation,0
10289,김동연 / 경제부총리 겸 기획재정부장관,per:title,4
10290,공무원연금공단 / 정남준,org:top_members/employees,1
10291,국민의당 / 안철수,org:founded_by,28
10292,그나이우스 폼페이우스 마그누스 / 정치가,per:title,4
10293,토미 웅거러 / 프랑스,per:place_of_birth,26
10294,아비앙카 항공 / 1919년 12월 5일,org:founded,18
10295,슈퍼자이언트 게임스 / 2009년,org:founded,18
10296,백종원 / 더본코리아,per:employee_of,6
10297,이한필 / 1936년 4월,per:date_of_birth,25
10298,조수혁 / 1987년 3월 18일,per:date_of_birth,25
10299,박정진 / 1976년 5월 27일,per:date_of_birth,25
10300,경기도 / 수원시,org:members,2
10301,조원진 / 공동대표,per:title,4
10302,프리드리히 1세 / 조피 샤를로테,per:spouse,17
10303,슬리피 / 김성원,per:alternate_names,12
10304,이인임 / 1388년 6월,per:date_of_death,24
10305,인도 공산당 / CPI,org:alternate_names,5
10306,김종대 / 정의당,per:employee_of,6
10307,경성방직 / 김성수,no_relation,0
10308,홍라희 / 이건희,per:spouse,17
10309,전라남도해양수산과학원 / 2011년,no_relation,0
10310,민주당 / 김대중,org:top_members/employees,1
10311,문재인 / 더불어민주당,no_relation,0
10312,김부식 / 김부일,per:siblings,16
10313,서울 이랜드 / K리그2,org:member_of,20
10314,로레타 린 / 싱어송라이터,per:title,4
10315,완도군 / 신우철,org:top_members/employees,1
10316,케리 그랜트 / 아치볼드 알렉산더 리치,per:alternate_names,12
10317,옥과공공도서관 / 곡성군,org:place_of_headquarters,7
10318,박주선 / 외교통일위원회,per:employee_of,6
10319,목포시 / 김종식,org:top_members/employees,1
10320,문재인 / 더불어민주당,per:employee_of,6
10321,도네츠크 크리보이로크 소비에트 공화국 / 1918년 2월 12일,org:founded,18
10322,질병관리본부 / 보건복지부,org:member_of,20
10323,김건모 / 건음기획,per:employee_of,6
10324,현송월 / 조선민주주의인민공화국,per:employee_of,6
10325,시네이드 큐잭 / 아일랜드,per:origin,15
10326,최경록 / 육군참모총장,no_relation,0
10327,Jerry.K / daze alive,no_relation,0
10328,팀 쿡 / CEO,per:title,4
10329,하태경 / 국방위원회,per:employee_of,6
10330,삼성전자 / 가전제품,org:product,3
10331,오페스 / 스톡홀름,no_relation,0
10332,구스노키 마사시게 / 고다이고 천황,no_relation,0
10333,공화당 / 도널드 트럼프,org:top_members/employees,1
10334,고지용 / 허양임,per:spouse,17
10335,ABC / 로스트,org:product,3
10336,후안 페론 / 이사벨 페론,per:colleagues,14
10337,이상훈 / 2008년,no_relation,0
10338,문재인 / 장하성,no_relation,0
10339,벤제마 / 레알 마드리드,per:employee_of,6
10340,화웨이 / 중화인민공화국,no_relation,0
10341,장병완 / 민생당,per:employee_of,6
10342,필리핀 / 마닐라,org:members,2
10343,박성민 / 자유한국당,per:employee_of,6
10344,완주군 / 박성일,org:top_members/employees,1
10345,곽명우 / 1991년 4월 8일,per:date_of_birth,25
10346,고용노동부 / 이재갑,org:top_members/employees,1
10347,영암군 / 전동평,org:top_members/employees,1
10348,동서대 / 장제국,org:top_members/employees,1
10349,대한체육회 / 대한민국,org:place_of_headquarters,7
10350,한국 광복군 / 대한민국 임시 정부,no_relation,0
10351,방송통신위원회 / 대통령,no_relation,0
10352,고든 프리맨 / 블랙 메사,per:employee_of,6
10353,안철수 / 국민의당,per:employee_of,6
10354,서정범 / 2009년 7월 14일,per:date_of_death,24
10355,영암군 / 전동평,org:top_members/employees,1
10356,팔라디오 / 베네치아 공화국,per:place_of_birth,26
10357,맨체스터 유나이티드 / UEFA,org:member_of,20
10358,서동주 / 방송인,no_relation,0
10359,윤용태 / 프로토스,per:title,4
10360,정채연 / 다이아,per:employee_of,6
10361,더불어민주당 / 문재인,no_relation,0
10362,맥스 마틴 / 스웨덴,no_relation,0
10363,상파울루 / 브라질,org:member_of,20
10364,조제프루이 라그랑주 / 레온하르트 오일러,no_relation,0
10365,부산교통공사 / 부산 도시철도 1호선,org:product,3
10366,로베르토 만치니 / SS 라치오,per:employee_of,6
10367,호디 존스 / 신 어인 해적단,no_relation,0
10368,김광민 / 피아노,no_relation,0
10369,기독교민주당 / 1958년,no_relation,0
10370,존 스탁턴 / 포인트 가드,per:title,4
10371,오시리스 / 이시스,per:spouse,17
